feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,delta_30s_0,delta_30s_1,delta_30s_2,delta_30s_3,delta_30s_4,delta_30s_5,delta_30s_6,delta_60s_0,delta_60s_1,delta_60s_2,delta_60s_3,delta_60s_4,delta_60s_5,delta_60s_6,downstream_affected,label
41.8224,27.6863,0.6203,0.7574,1.6217,3338.0832,4596.535,8.2391,7.6828,0.0024,0.0653,-0.1691,264.3534,755.1831,3.8539,12.9219,0.2359,-0.261,0.5462,-1377.7283,-1724.7773,0,pod_crash
46.6317,45.3984,0.1052,0.3548,0.0555,2293.6187,1699.8735,2.4872,-7.5239,0.0259,0.0038,-0.0152,-169.6232,73.956,13.4195,7.8486,0.0375,0.1442,-0.0759,-487.2568,160.371,0,cost
4.8613,18.8758,0.3927,0.5575,1.9578,3728.1077,8059.4634,-1.1294,2.2687,0.0151,0.0803,-0.2554,-196.6807,-2246.9593,-1.1672,0.5914,-0.0129,-0.1844,-1.0897,939.1615,682.0441,1,pod_crash
32.624,20.2543,0.5096,0.6021,0.2742,2034.2861,1614.8785,-4.3195,-0.484,0.0357,-0.052,-0.1459,-490.5749,440.8435,1.3092,3.6619,-0.1808,-0.1404,-0.0127,484.4169,201.6012,1,pod_crash
18.116,18.9017,0.0219,0.0781,0,4472.3523,1487.6685,-0.0262,-0.0247,0.0079,0.0047,-0.0124,-0.0337,-0.0292,-0.0021,0.0087,-0.0315,0.0186,0.0009,-0.0338,-0.029,0,normal
18.2262,22.0593,0.0255,0.0181,0,3679.0109,4960.5584,0.002,-0.0007,0.004,0.0125,0.0167,-0.0087,-0.0047,-0.0218,0.0113,0.0196,-0.0238,-0.0665,-0.0247,-0.0147,0,normal
11.091,37.6442,0.5246,0.4531,1.0804,3862.7092,4987.9092,-1.259,6.3338,0.174,-0.035,-0.0917,-1125.8768,-464.9907,-0.9267,7.1748,-0.3117,-0.1018,-0.0793,1148.5783,-1438.6738,1,pod_crash
82.7225,89.5635,0.3149,1.4603,0.2895,9104.4834,7287.3102,1.5488,12.8223,0.0823,-0.2934,0.0536,2613.0481,-951.1788,5.3118,33.5762,0.086,0.594,-0.0376,1814.6036,-1833.6616,0,resource
104.1089,77.4095,0.2742,1.1315,0,6489.4589,4238.2445,4.5373,-21.0045,-0.1387,0.1372,-0.0609,-1854.6516,397.9559,31.9069,18.0423,0.067,-0.2268,-0.203,-463.5728,950.0448,0,resource
3.9526,24.3784,0.0161,0.1189,0,5081.227,4745.644,-0.015,0.0036,0.0179,0.0171,-0.0382,-0.0067,-0.0107,0.0147,0.0075,0.0308,-0.0434,-0.0254,-0.0053,0.0357,0,normal
85.2102,78.8017,0.139,2.2048,0.9914,6460.0861,7926.5097,-22.9207,0.1087,-0.0475,0.383,0.2608,1440.5145,1918.5646,-17.4778,-0.0757,-0.0264,-0.4737,-0.2084,28.1916,-2234.8612,0,resource
90.5718,82.2668,0.2002,1.0764,0.336,3761.876,6732.4181,12.4286,12.2162,0.0164,0.195,-0.1279,-393.908,-761.5113,-13.4729,-3.8002,-0.0797,0.1495,-0.1654,1529.3151,-2193.7014,0,resource
10.1906,21.3962,0.0101,0.0856,0,4254.2401,4425.7303,-0.0194,0.0122,0.0,-0.0145,0.0392,0.0117,0.0098,0.003,-0.0414,-0.0021,-0.0081,-0.0241,-0.0117,0.0155,0,normal
22.589,17.9234,0.302,2.6572,0.3149,415.3206,230.3595,-5.008,0.9777,-0.0588,0.6669,-0.123,13.5757,53.2625,10.5659,1.2976,-0.0126,0.7018,0.087,148.7828,88.2421,1,network
8.0464,30.9393,0.2841,0.5368,3.3453,5556.4582,4311.0126,-0.4302,-2.6243,0.0581,-0.0967,-0.5778,574.7086,119.4199,0.2938,0.1623,-0.0371,-0.2674,0.3477,2184.7525,-1409.6179,1,pod_crash
10.5392,31.6138,0.3137,4.3213,0.6524,307.7535,460.3281,-2.4876,-2.7852,0.0754,-1.2026,-0.0228,62.2675,32.3706,1.0046,3.8648,-0.1122,-1.4535,-0.0291,150.7811,-184.6239,1,network
35.2517,27.0253,0.282,0.7216,2.4172,551.4085,5654.1257,-2.3938,-5.5447,-0.0552,0.2597,-0.6001,-131.4695,-755.8991,-16.0527,0.4274,-0.2804,-0.1695,-0.5053,80.4411,-713.6391,0,timing
21.1333,35.3732,0.4209,0.527,0.7045,469.2388,1041.0986,2.0149,-7.5133,0.0046,0.024,-0.0438,33.6182,-201.0023,-10.4248,-9.1018,0.2433,-0.2573,-0.122,-148.6047,-101.9,1,network
50.4153,24.8139,0.1506,0.5959,0.0484,2627.9771,1251.7879,-12.5616,-0.22,-0.0642,0.037,-0.0518,-665.5539,20.7831,-24.834,2.3324,-0.0259,0.2222,0.1215,224.5981,446.1189,0,cost
38.3706,25.8485,0.0933,0.8081,0,3014.8247,2225.5192,-0.3412,-4.3748,0.0283,-0.2347,0.0499,-324.8776,432.1116,-10.5066,11.9283,-0.0921,-0.0099,0.0549,1492.2183,-588.276,0,cost
11.5586,36.5607,0.3943,1.3839,0.3912,562.3147,221.4516,-0.2828,-10.9009,-0.0345,-0.1005,0.0206,58.3266,1.5006,-0.7643,17.5238,-0.1148,0.4074,-0.1351,180.702,76.6559,0,network
13.641,24.6596,0,0.0702,0,4220.5854,4672.231,-0.0391,0.0373,0.0337,-0.007,-0.0162,-0.0135,0.0391,-0.001,0.0413,0.0066,0.0658,-0.0308,0.0024,-0.0166,0,normal
67.99,69.9198,0.5535,3.2679,1.718,4269.7191,4075.0524,2.918,-18.4426,0.1938,-0.8494,-0.3533,1212.2045,-68.3167,28.8996,-17.1173,0.1432,1.1706,0.3461,107.2535,-1243.4154,0,timing
16.3378,14.3204,0.2597,3.857,0,692.9714,683.8984,1.6676,-0.9348,-0.1202,-0.9452,0.0322,-145.8427,-181.044,-2.4937,5.7712,-0.036,-0.1815,0.0767,-4.6636,215.2407,1,network
14.7326,19.7226,0.013,0.0386,0,5660.9948,3497.9384,-0.0095,-0.0088,0.0227,0.0222,-0.0133,0.0085,-0.0057,0.0308,0.0447,-0.0433,-0.0218,-0.0684,-0.0641,0.0206,0,normal
10.4415,35.4402,0.5543,1.7902,0.4713,471.1045,955.0847,2.4854,4.6387,-0.0983,-0.4416,0.0397,122.2726,188.984,-0.8807,-17.6493,-0.2254,-0.8251,0.2007,-161.6963,11.4281,0,network
19.2265,22.8434,0.0101,0.0517,0,4522.5098,5778.3436,0.0111,0.0162,-0.0333,0.0158,0.0019,-0.0095,0.0091,-0.0301,-0.0322,0.0373,-0.0281,-0.0198,0.0265,-0.0224,0,normal
23.9747,30.5736,0.3752,0.5911,1.4584,6002.989,6126.6876,5.1761,-8.9261,0.0297,0.0653,0.1415,116.8839,-594.4207,9.6021,-12.8793,0.256,-0.1913,0.3478,1633.6369,495.2319,1,pod_crash
53.7274,45.5029,0.157,0.2776,0.1153,6364.4425,2495.1091,-0.0114,4.2585,-0.0278,-0.031,-0.0359,-544.9965,474.5549,-23.1485,0.0883,-0.1911,0.0176,-0.1608,-1935.7376,-369.5207,0,cost
61.3008,31.0647,0.1164,0.4241,0.1385,2305.4415,3586.4458,-2.9237,-4.021,0.006,-0.0065,-0.026,-114.9178,286.0365,21.1983,3.2262,-0.0273,-0.2545,-0.0296,1061.1119,-1176.7803,0,cost
29.9813,26.5517,0.0333,5.9535,0.1124,1058.3024,54.9625,6.93,6.7572,0.0401,-0.6661,-0.037,148.4702,-6.2848,-3.8098,-12.711,0.0055,-0.0724,0.073,131.6934,-7.0084,1,network
13.242,15.9042,0.027,0.0499,0,4768.5163,4734.6731,-0.0001,0.0045,0.0295,0.0238,0.0078,-0.0029,0.0062,-0.032,-0.0357,-0.0012,0.0642,0.0176,0.0034,0.0463,0,normal
15.5301,42.3174,0.6489,0.4585,2.0582,5881.0815,4782.3715,1.765,-3.8888,-0.0347,-0.125,0.2077,1365.0404,-1287.2043,6.4965,20.8128,0.3838,0.1455,-0.4543,2087.2362,2143.828,1,pod_crash
18.348,18.9536,0.3773,2.2148,0.9382,724.5758,202.1935,-0.0023,-2.1574,-0.1766,-0.4648,0.093,-136.2877,5.0529,-3.4561,-5.5435,0.0702,0.1984,0.3523,-198.6437,-92.4553,1,network
82.8928,68.9442,0.2791,1.7748,0.6668,9380.4442,7476.3888,10.4833,-8.3691,-0.1513,0.4572,0.1552,-504.8423,635.1423,-27.4834,22.3877,-0.078,0.1222,0.2278,278.1067,115.7034,0,resource
15.7938,12.4033,0.027,0.1122,0,4118.7077,4423.7494,-0.0064,-0.0151,0.0093,0.0043,0.0029,0.0179,0.0086,-0.0131,-0.0306,-0.0334,-0.0015,0.0042,-0.0242,0.0154,0,normal
7.2692,12.8183,0.0066,0.1048,0,2803.4215,5085.5033,-0.0124,-0.0084,-0.0034,-0.0008,-0.0017,-0.0122,-0.0034,0.0316,0.0625,-0.0069,0.0058,-0.0084,-0.0077,0.0208,0,normal
88.7924,76.2761,0.2548,1.5572,0.6343,9925.3783,5012.1421,19.2397,-1.5535,-0.0961,0.022,0.2049,-417.8311,128.7538,-36.5266,-10.5277,0.0684,-0.7648,0.0491,-3495.4965,189.1079,0,resource
56.0668,55.0802,0.1238,0.6294,0.2515,3447.4613,1638.1284,11.5349,-3.8619,-0.0152,0.1341,0.077,-588.7778,202.2456,-23.2984,19.9337,0.0118,0.0693,0.1424,-182.7284,524.423,0,cost
56.6738,59.8379,0.5353,1.9524,0.4181,4896.0602,3444.8904,-12.2811,14.1888,0.048,-0.4378,-0.0463,1305.4356,-221.8785,-19.4125,-19.5123,0.1969,1.124,-0.056,-906.8513,1319.9316,0,timing
7.5799,19.225,0.0155,0.1245,0,2190.5315,4040.1061,0.0111,-0.0181,-0.0017,-0.0563,0.0131,-0.0109,-0.0039,-0.0185,0.0292,0.003,0.0292,0.0254,0.0238,0.0412,0,normal
18.292,38.1587,0.3405,4.9839,0,0,449.606,0.6377,3.6689,-0.0546,-0.5653,-0.1473,0.0481,14.4024,-5.2195,-1.8119,0.0645,0.2598,0.0618,-0.0679,-224.8886,0,network
55.6693,40.2141,0.0645,0.5689,0.0652,2378.7957,5555.5859,-12.9492,-4.0412,0.0062,0.142,-0.0612,-283.8405,-753.0444,4.2393,-4.2159,0.0792,-0.0308,-0.069,831.0567,-345.8332,0,cost
18.6106,33.4469,0.1876,3.6351,0.3037,439.9746,565.5044,2.8616,3.2175,-0.0859,0.9256,-0.0952,23.8066,98.4724,-0.1435,-16.3574,0.0471,0.7296,-0.3049,148.5871,98.1933,0,network
53.8382,20.8918,0.1015,0.3701,0,3356.4139,3325.5796,-9.4735,0.708,0.0786,-0.0945,0.0237,774.2473,17.1237,-21.0137,1.9985,-0.0309,-0.1634,-0.0434,-973.6399,776.9515,0,cost
25.6946,25.4753,0.3917,6.2292,0.077,648.4284,429.6124,-5.4536,6.7756,-0.0343,1.3409,0.0108,42.5933,102.6016,-5.9192,1.6237,-0.1774,-3.0567,-0.0161,287.0402,-89.2556,1,network
16.4176,21.4908,0.0116,0.0558,0,3209.7383,4629.503,0.0312,-0.0163,0.0144,0.0295,0.0108,-0.0192,-0.0292,0.0025,-0.0109,0.0312,-0.0188,0.0359,-0.0509,0.0476,0,normal
20.1886,18.7397,0.0208,0.0671,0,3721.2377,5287.3727,-0.0043,0.001,0.0054,0.0266,-0.0082,-0.0058,-0.0176,-0.0067,-0.0252,-0.0351,-0.0232,-0.0522,0.0144,0.009,0,normal
23.6337,34.6448,0.3359,0.3118,2.3027,5919.3055,8327.712,2.6487,5.7328,0.1024,0.043,-0.4975,-203.4468,1984.3358,4.8383,6.1861,-0.0086,0.3116,-0.4877,2218.7588,860.9773,0,pod_crash
51.2741,59.3991,0.4294,2.0403,1.0168,4457.1138,2967.0154,5.5169,12.0098,0.0906,-0.5113,0.1161,389.7443,211.9261,-16.2209,25.768,0.2111,0.3944,-0.2109,1031.8921,542.3552,0,timing
18.7359,22.6139,0.4009,0.5396,1.8035,4266.1504,2528.5183,4.1805,-0.6493,0.0568,0.0037,0.3269,248.79,432.2729,-6.3874,-8.6202,0.0289,0.2211,-0.2101,1672.828,-759.3221,0,pod_crash
25.7352,38.626,0.343,2.4276,0,0,42.1518,7.4242,4.1472,0.1486,0.1556,-0.0316,-0.0585,2.7272,-5.4558,-4.6772,-0.0064,-0.9857,-0.0241,-0.1462,-2.9834,1,network
34.1244,26.3147,0.3346,0.7127,1.2237,1888.196,4443.5491,1.7527,-5.7405,0.0165,-0.2096,0.2319,-70.8662,830.7056,9.1211,1.8939,-0.0712,0.2545,0.4404,233.8698,-1930.5244,0,pod_crash
62.4952,21.4421,0.5055,2.4551,1.7376,761.8032,4145.8193,-8.7469,-5.5617,0.1482,0.6125,0.2098,220.9901,743.8913,-0.5218,1.9253,0.1091,-0.3961,-0.226,312.6966,-1109.6383,0,timing
23.7303,41.2749,0.7489,1.002,2.061,4654.3416,3269.8942,-2.0036,8.7934,-0.1396,-0.0496,0.6474,97.7796,867.8714,-5.8117,-14.2352,0.3187,0.573,0.0928,897.4453,-940.132,0,timing
11.228,40.2196,0.4003,4.7236,0,492.4647,222.9454,1.5259,2.9374,0.0147,-0.5556,0.0186,94.3988,4.973,4.4152,11.2231,-0.1201,-1.5831,-0.0917,-58.6797,-44.2455,0,network
33.3848,22.1948,0.4773,0.6934,2.252,3525.8731,3725.8016,10.0073,-5.4927,-0.1721,-0.2032,-0.0689,767.8412,-966.3614,-5.2509,1.252,-0.2929,0.2798,-0.7423,-801.767,-1063.1713,0,pod_crash
16.4188,21.0343,0.5168,2.4827,0,353.558,717.0427,-1.4433,-3.8732,-0.0388,-0.0726,-0.0093,-32.4954,-173.6865,1.0196,-5.1948,0.2917,0.7002,-0.1383,-143.8042,145.0227,1,network
47.675,34.9832,0.7708,2.2339,1.0136,4448.1318,4711.4265,-8.2551,8.3882,0.1788,-0.4144,0.364,795.0301,-227.6372,20.5478,1.9377,-0.0332,-0.7804,0.4514,-1480.2928,1030.3434,0,timing
12.5548,34.0848,0.3559,2.2707,0.2336,409.6829,755.8774,2.5408,8.3004,-0.0018,-0.4641,0.0671,-90.5048,-39.8601,-2.3093,3.7786,0.031,0.7356,-0.0233,51.964,-88.6833,0,network
38.9348,22.9556,0.3914,2.3973,1.5473,681.352,2758.9083,-6.2299,2.0862,0.1593,0.0196,0.1799,-46.927,-16.8672,5.8242,0.2863,-0.0501,0.3788,0.6184,-307.0275,-99.0873,0,timing
41.5973,19.6495,0.0732,0.583,0.036,3171.3674,4329.8385,-7.097,-1.5467,0.0902,-0.049,-0.0911,-425.0197,-397.3491,7.6904,-7.4793,0.002,-0.0629,-0.2112,618.0814,364.6135,0,cost
67.5603,55.6347,0.6114,0.2236,1.0125,3566.1923,4302.964,6.2353,1.0016,0.2549,0.0002,-0.1737,332.2272,176.5273,5.1934,19.2001,0.0594,-0.068,0.0189,-1275.6318,483.9183,0,timing
16.1702,16.4025,0.0182,0.0635,0,4517.3253,2304.6067,0.0378,-0.0035,-0.0118,0.0094,-0.0039,-0.0037,0.022,-0.0424,-0.0471,0.0368,0.0159,-0.0056,0.0371,-0.0059,0,normal
17.3721,14.0891,0.0302,0.0729,0,4684.9441,5015.563,-0.0008,-0.0009,-0.0207,-0.0285,-0.0058,-0.0378,-0.0166,-0.0041,-0.0304,0.0203,-0.0041,-0.0106,-0.0343,0.023,0,normal
42.9054,64.6791,0.3159,2.945,2.7518,4405.8462,5156.7926,2.2615,14.7006,0.0005,-0.0631,-0.7434,827.8858,-1437.5908,-14.8278,-5.0712,-0.0096,1.016,-0.3444,1937.8933,-532.9529,0,timing
15.8795,23.8744,0.0283,0.0489,0,3661.7331,4663.8181,0.0275,-0.0046,-0.0009,-0.0175,0.0184,-0.0113,-0.0118,-0.0067,0.0075,0.0295,-0.0239,-0.0186,-0.0235,-0.0271,0,normal
86.6864,70.7308,0.2253,0.7466,0.4147,8785.6238,7080.1995,-17.2898,-14.3249,-0.0278,0.094,-0.045,-625.3637,1121.0376,7.3436,-4.2964,0.0289,-0.2364,0.1412,3168.7955,-2411.8524,0,resource
30.2847,28.5706,0.5424,0.5583,3.046,3735.0605,6392.1067,1.1966,-5.3834,-0.1795,0.0552,-0.6591,-68.7666,147.6823,-12.9675,-2.6114,-0.0848,0.1539,0.0832,1453.2643,-2132.3517,0,pod_crash
17.0628,49.3368,0.7747,1.9569,1.3306,2226.752,3670.5269,-2.8148,9.0201,-0.1483,-0.0256,0.4388,566.3848,-142.3468,4.2119,-23.0682,-0.3144,-1.0348,-0.215,540.5617,-305.4356,0,timing
100.7161,68.3141,0.2429,1.1559,0.3458,3617.2669,8010.6931,-4.1645,13.3844,-0.128,0.3857,-0.1441,961.4081,1415.3003,26.1647,29.2299,-0.0203,-0.1186,0.0886,942.3879,-3988.348,0,resource
14.0457,16.6548,0.0187,0.0952,0,5821.9723,3536.9485,-0.0265,0.0348,-0.0351,-0.0197,-0.0204,-0.0112,0.0382,0.0405,-0.005,0.0389,0.0912,-0.0218,0.0343,0.0213,0,normal
14.9425,28.052,0.0347,0.1054,0,2537.9353,4918.3439,0.0164,-0.0054,-0.015,0.0171,0.0107,0.0051,-0.0011,-0.0545,0.0063,0.0674,0.0273,0.0337,0.0247,0.0094,0,normal
36.8534,42.3492,0.0665,1.8396,0.642,4987.5133,4914.7467,10.8921,9.5718,0.0331,-0.0375,0.2064,870.9024,311.3694,12.5587,18.7846,0.045,-0.066,-0.0569,-152.1651,2015.9318,0,timing
52.3545,22.8375,0.0655,0.4445,0.1898,2573.9379,2453.786,14.9086,-1.7105,0.0875,-0.0583,0.0123,157.0372,-259.0489,-3.7113,4.0311,0.0639,0.1414,0.0615,-354.9372,141.7717,0,cost
95.2029,74.3212,0.1742,1.4548,0.094,4928.5681,5062.7284,19.3477,9.7906,0.0744,0.0975,0.0486,-125.3219,505.3908,-41.3871,25.0472,-0.0788,-0.3443,0.0762,-2212.4412,1099.6766,0,resource
97.4843,68.5184,0.206,1.6543,0.3753,4009.0188,4159.9672,-22.8043,-16.8773,0.04,-0.2336,0.2239,832.9182,-1242.3345,9.881,-11.3265,-0.036,0.8395,0.1066,-1241.0283,891.3334,0,resource
52.979,51.764,0.1182,0.73,0.155,3965.1926,1430.5793,5.0494,-5.9411,-0.0488,0.0529,0.0628,-681.3417,-50.0129,15.8559,-7.5405,-0.0316,0.127,0.0995,-1113.6491,633.5739,0,cost
11.1473,50.8917,0.268,0,0.8252,3491.6704,4544.9558,1.7191,2.4559,0.0358,0.0286,0.1085,-861.4257,-649.986,-3.2967,-1.1846,-0.0003,-0.0405,0.0886,-1494.9287,1107.3702,0,timing
19.7825,21.6272,0.2887,2.6046,0.0314,615.4241,916.3426,1.0092,4.1964,-0.0637,-0.5141,-0.0607,163.765,147.922,-1.0197,-10.4391,-0.2504,-0.3296,0.0961,-238.6085,79.4967,0,network
81.4258,87.4479,0.2706,0.7133,0.9093,3796.681,7692.0429,-13.598,5.6277,0.0226,0.2457,-0.256,266.4631,-1139.5252,11.5182,27.7005,0.0039,0.1142,-0.1153,140.8217,2816.4427,0,resource
21.7319,24.026,0.0181,0.1262,0,3485.4162,4371.2912,0.0246,-0.0185,-0.0378,0.0047,0.0073,-0.0182,-0.0117,-0.0487,-0.0186,0.0625,-0.0548,-0.0054,0.0326,0.0057,0,normal
94.5869,77.0286,0.2503,1.2028,0.0984,4751.2708,9093.9135,-10.822,-15.7499,0.0681,0.3659,-0.039,132.1932,-1361.5042,-24.0638,25.8245,0.0873,0.3213,0.1498,-1124.592,-2391.5634,0,resource
16.1282,3.7682,0.3082,4.8072,0.3196,822.0613,460.5326,-0.9627,0.0525,-0.1722,0.4393,-0.0379,-165.5609,-8.979,5.6112,-1.2624,-0.2329,-0.5056,0.0104,-13.7378,-83.8406,0,network
51.1427,42.0233,0.1495,0.0426,0,2299.7979,3284.1174,-14.109,-10.5112,-0.0341,-0.075,-0.155,-318.9139,-872.0349,17.7481,-19.5107,-0.0336,0.0086,-0.0306,555.4771,-989.0898,0,cost
43.7768,34.3034,0.6464,2.0553,0.7775,6535.6328,1217.1222,-10.577,-7.233,0.0575,0.3719,-0.13,-710.8967,95.3828,10.5103,9.9325,0.159,0.608,-0.3923,241.938,-266.7024,0,timing
11.3648,31.4393,0.2677,0.6352,3.2884,6802.9037,3486.9805,3.1856,-0.5293,-0.0233,0.1347,-0.1795,-17.7707,-191.135,-0.9495,-7.2029,0.1172,-0.0353,0.5205,1.5989,-919.7013,0,pod_crash
23.2055,37.4678,0.334,0.563,2.6288,1970.8763,6665.0413,2.1942,-5.2731,0.0657,-0.0246,-0.4961,-29.2531,1828.5595,-4.2371,-17.267,-0.1116,0.0785,-0.8239,-109.842,-219.8473,1,pod_crash
42.187,47.8078,0.3634,2.7811,1.5599,4118.1841,4655.3512,4.0492,7.6824,-0.0484,-0.45,-0.1217,-862.1955,665.4049,-2.359,21.2243,0.1388,-0.8189,0.0176,1705.5971,-1423.9944,0,timing
14.2055,16.0509,0,0.0774,0,3668.304,2809.9687,-0.0211,-0.0218,0.0307,0.0147,-0.0359,0.0079,-0.0419,-0.0503,0.0193,0.0179,0.0189,-0.0483,-0.0293,-0.0439,0,normal
26.3761,21.7664,0.4594,0.1637,2.1721,3563.4023,3165.3013,-4.2844,-4.1053,-0.0154,-0.0326,0.5035,-72.0093,-137.9332,7.4891,0.5163,-0.0948,0.0189,-0.461,-93.5507,150.486,1,pod_crash
12.2915,16.3907,0.0519,0.1209,0,4585.9147,2967.5808,0.0296,0.0131,-0.0128,-0.0247,0.0203,-0.0299,0.0064,0.0131,-0.0108,0.012,-0.0555,0.0024,0.0522,-0.0357,0,normal
17.3683,15.5839,0.0176,0.0916,0,2822.0321,3724.3785,0.0399,-0.001,-0.0131,0.0097,0.0107,-0.0215,0.0173,0.0338,0.0341,-0.0017,0.0268,-0.0512,-0.0218,0.0681,0,normal
78.7963,86.4882,0.2816,1.6585,0.4258,9015.3676,5883.858,6.1407,-8.1167,-0.0009,0.4053,-0.0438,2644.5613,813.7271,-15.907,-12.8591,-0.0558,-0.8481,-0.0234,105.2758,-2909.3034,0,resource
24.9336,18.8584,0.5615,0.8346,1.2437,236.8031,6100.2981,0.4732,-3.6632,-0.0033,0.1046,0.2262,-55.1797,-1232.31,-9.0337,-7.6346,-0.2941,0.4127,-0.4,25.07,-996.7309,1,pod_crash
28.9982,22.196,0.4955,4.0002,0.5494,307.0711,49.8344,-2.9794,4.6707,0.0863,0.3488,-0.2309,68.5635,11.5387,12.4824,-7.2661,-0.175,0.2541,-0.2881,-145.7858,-13.3071,0,network
89.0133,80.8856,0.1155,1.4128,0.2545,10073.4157,6370.0066,-12.8884,-20.0418,-0.0042,0.311,0.0428,-1864.9105,1051.9984,25.5711,30.0356,0.1248,0.0333,0.0013,-827.9962,2189.1993,0,resource
20.3366,15.7408,0.0124,0.1099,0,3502.647,4758.6981,-0.0182,0.0019,-0.0164,0.0448,-0.0015,0.0037,0.027,-0.006,0.0094,0.0594,0.013,0.0296,-0.0557,-0.0128,0,normal
15.7631,34.6123,0.4864,4.4275,0,740.5141,830.5708,2.011,-2.9253,-0.0613,1.2065,-0.0583,-43.4914,248.8678,-4.7394,-1.4048,0.1318,0.1076,-0.0016,251.9313,43.1559,0,network
1.6105,27.5,0.39,2.8964,0.7305,367.4797,0,-0.1029,-0.6014,0.0646,0.7078,-0.1739,-63.4783,-0.0126,0.4874,13.4466,-0.0782,-0.9395,0.2002,-56.8633,-0.0836,1,network
18.0427,19.9427,0.0115,0.0448,0,2274.2276,3875.3645,-0.0368,-0.0165,-0.0034,-0.0064,-0.0097,0.0006,0.0046,0.0116,-0.014,0.0301,0.0366,-0.003,-0.0558,0.0253,0,normal
17.5009,28.5236,0.1156,3.675,0,0,975.1133,-2.1248,-2.1312,0.0012,0.8978,0.0713,0.0766,-236.2319,6.1416,8.4918,0.1388,0.896,-0.0147,-0.0621,-102.9373,0,network
42.0643,19.8728,0.4111,0.7751,1.7256,3829.8104,9101.2034,-12.5004,4.3305,0.0439,0.0994,0.0012,-811.4649,818.1106,8.5486,-2.2386,0.0199,0.1448,0.0497,-851.3956,3703.4007,1,pod_crash
28.2858,36.2827,0.145,0.4297,0,1894.7051,3151.313,-3.2353,4.0138,0.0865,-0.0825,0.1128,205.2879,-564.2142,13.4223,7.8331,-0.0936,-0.1872,0.0317,-766.8627,646.6873,0,cost
14.0807,20.6054,0.0385,0.0282,0,1334.2025,3817.0167,-0.0003,0.0122,-0.0056,0.0091,0.0244,-0.0276,-0.0173,-0.0274,-0.0462,-0.0138,-0.0025,-0.0116,-0.0689,-0.0198,0,normal
44.6887,41.8027,0.0988,0.324,0.0839,1906.7981,3242.4172,7.3914,-4.4405,0.13,-0.0634,-0.0002,230.9078,737.1974,-1.7667,7.7166,0.2062,0.0888,0.1369,709.7653,1481.5962,0,cost
40.1291,64.5207,0.3825,0.8125,1.246,5213.9573,1725.9317,1.5938,-16.7783,-0.0969,-0.296,0.0213,1437.9208,-407.5387,-5.7286,27.8623,0.0902,0.1693,-0.1274,-776.0909,-206.1803,0,timing
34.6117,36.8505,0.2829,3.9183,0,142.8224,190.4879,7.9507,6.6106,-0.0353,0.6285,0.044,-32.0651,51.5504,-0.5432,3.6646,-0.053,0.0083,-0.0262,3.8708,-52.281,0,network
78.0026,72.9809,0.2996,1.7345,0.3182,6856.3861,5337.3443,1.9524,18.6879,-0.0298,0.0485,0.0188,702.8529,1104.0391,-29.0797,30.4499,0.0346,0.5839,-0.1451,-2799.848,-2004.206,0,resource
18.4346,7.6042,0.2354,3.3722,0,462.0388,116.7546,2.5524,2.1795,-0.0251,0.335,-0.0248,-65.6544,23.9512,1.5544,3.0925,-0.0838,1.4061,0.058,-141.3817,8.2148,0,network
61.2554,54.6888,0.1221,0.8416,0.049,2367.0766,2468.1242,0.6337,-1.8001,-0.0347,-0.1299,-0.0839,347.6858,-308.9189,29.4216,13.2999,0.0019,0.1551,-0.0698,255.7909,-1226.5424,0,cost
24.9,31.1198,0.056,0.4669,0.2394,1856.5369,1488.1619,0.3516,8.1926,-0.0843,-0.1757,-0.0833,182.343,-291.137,-2.9587,-9.9648,0.0735,0.1127,-0.158,800.2173,468.9992,0,cost
12.257,14.106,0.0358,0.1249,0,4497.7846,3432.2005,-0.0229,-0.0073,0.0001,-0.0305,-0.0442,-0.0027,0.0043,-0.0362,-0.0422,-0.0135,-0.0386,0.0319,-0.0394,-0.0078,0,normal
103.8936,70.0674,0.2533,1.5754,0.7454,5069.9045,3901.4328,12.9066,-12.8585,0.0357,-0.014,-0.2111,824.3513,211.4707,-43.0241,11.8063,0.0991,0.6903,-0.3113,1221.1744,547.9611,0,resource
72.8179,92.2241,0.1416,3.0309,0.374,8912.5955,6068.6525,21.0031,20.3406,0.0782,-0.7406,-0.1872,929.1858,82.3771,-2.796,-17.9002,0.0059,1.1598,0.1519,4411.0966,334.5807,0,resource
57.1586,42.9574,0.4116,2.7021,2.6432,3755.2808,3225.1375,6.2561,2.7101,0.1442,-0.373,0.3687,837.4866,363.8244,-11.6374,-1.6389,0.0362,0.1263,-1.0868,-1241.4748,162.8153,0,timing
62.6212,29.2495,0.795,3.6904,1.3026,4307.8332,6967.0622,-8.8156,-0.8062,-0.108,0.5063,-0.2792,348.812,930.6567,2.9699,-5.9659,-0.2544,-0.4383,0.2415,-1210.6362,2216.1107,0,timing
57.583,22.0019,0.333,1.7399,1.6991,4743.8743,1536.1256,4.0796,-2.6001,-0.0209,-0.1361,0.1284,966.7621,306.8731,1.1414,9.3244,0.0263,-0.4481,-0.6249,-1753.0675,-321.0473,0,timing
